,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,,,,,
,% liderazgo,,"18,2%","22,7%","18,2%","0,0%","40,9%",,% liderazgo,,"62,5%","0,0%","12,5%","0,0%","25,0%",,% liderazgo,,"43,8%","25,0%","0,0%","0,0%","31,3%",,% liderazgo,,"27,7%","14,9%","17,0%","0,0%","40,4%",,% liderazgo,,"33,3%","7,7%","24,4%","5,1%","29,5%",,% liderazgo,,"33,9%","23,7%","16,9%","1,7%","23,7%",,% liderazgo,,"40,0%","12,0%","0,0%","6,0%","42,0%",,% liderazgo,,"37,6%","17,6%","5,9%","15,3%","23,5%",,% liderazgo,,"22,0%","4,9%","17,1%","12,2%","43,9%",,% liderazgo,,"38,5%","7,7%","0,0%","0,0%","53,8%",,% liderazgo,,"30,2%","17,5%","25,4%","0,0%","27,0%",,% liderazgo,,"31,0%","3,4%","22,4%","25,9%","17,2%",,% liderazgo,"100,0%","33,4%","13,3%","15,3%","7,5%","30,5%"
,Martes,,11,3,8,2,10,,Martes,,11,8,8,1,10,,Martes,,11,0,2,0,5,,Martes,,12,13,10,8,20,,Martes,,8,7,1,11,8,,Martes,,12,8,2,2,9,,Martes,,22,19,6,11,24,,Martes,,41,8,5,16,23,,Martes,,14,5,1,0,17,,Martes,,7,10,4,3,12,,Martes,,11,12,6,0,12,,Martes,,24,14,13,15,18,,Martes,594,184,107,66,69,168
,Ø Martes,,"2,2","0,6","1,6","0,4",2,,Ø Martes,,"2,75",2,2,"0,25","2,5",,Ø Martes,,"2,75",0,"0,5",0,"1,25",,Ø Martes,,"2,4","2,6",2,"1,6",4,,Ø Martes,,2,"1,75","0,25","2,75",2,,Ø Martes,,3,2,"0,5","0,5","2,25",,Ø Martes,,"4,4","3,8","1,2","2,2","4,8",,Ø Martes,,"10,25",2,"1,25",4,"5,75",,Ø Martes,,"3,5","1,25","0,25",0,"4,25",,Ø Martes,,"1,4",2,"0,8","0,6","2,4",,Ø Martes,,"2,75",3,"1,5",0,3,,Ø Martes,,"4,8","2,8","2,6",3,"3,6",,Ø Martes,"11,39","3,53","2,05","1,27","1,32","3,22"
,% Martes,,"9,3%","4,3%","15,1%","3,0%","13,2%",,% Martes,,"8,7%","10,7%","10,8%","7,1%","11,0%",,% Martes,,"6,3%","0,0%","3,4%","0,0%","6,0%",,% Martes,,"9,2%","14,6%","17,9%","11,1%","17,4%",,% Martes,,"4,0%","12,3%","1,4%","14,9%","6,3%",,% Martes,,"5,9%","6,8%","1,8%","3,1%","5,8%",,% Martes,,"10,3%","18,8%","10,2%","16,2%","15,9%",,% Martes,,"16,4%","7,3%","13,2%","14,2%","16,1%",,% Martes,,"9,3%","5,7%","2,3%","0,0%","15,2%",,% Martes,,"7,8%","16,9%","12,9%","7,3%","12,5%",,% Martes,,"9,9%","14,6%","9,1%","0,0%","11,1%",,% Martes,,"18,6%","17,7%","18,3%","14,6%","17,8%",,% Martes,"10,3%","9,7%","10,4%","9,0%","9,2%","12,3%"
,% liderazgo,,"32,4%","8,8%","23,5%","5,9%","29,4%",,% liderazgo,,"28,9%","21,1%","21,1%","2,6%","26,3%",,% liderazgo,,"61,1%","0,0%","11,1%","0,0%","27,8%",,% liderazgo,,"19,0%","20,6%","15,9%","12,7%","31,7%",,% liderazgo,,"22,9%","20,0%","2,9%","31,4%","22,9%",,% liderazgo,,"36,4%","24,2%","6,1%","6,1%","27,3%",,% liderazgo,,"26,8%","23,2%","7,3%","13,4%","29,3%",,% liderazgo,,"44,1%","8,6%","5,4%","17,2%","24,7%",,% liderazgo,,"37,8%","13,5%","2,7%","0,0%","45,9%",,% liderazgo,,"19,4%","27,8%","11,1%","8,3%","33,3%",,% liderazgo,,"26,8%","29,3%","14,6%","0,0%","29,3%",,% liderazgo,,"28,6%","16,7%","15,5%","17,9%","21,4%",,% liderazgo,"100,0%","31,0%","18,0%","11,1%","11,6%","28,3%"
,Miércoles,,14,8,12,7,12,,Miércoles,,9,9,11,2,15,,Miércoles,,20,4,15,5,14,,Miércoles,,10,8,5,3,14,,Miércoles,,34,7,18,4,19,,Miércoles,,16,11,6,7,13,,Miércoles,,35,10,8,10,24,,Miércoles,,33,17,8,14,21,,Miércoles,,15,8,9,7,9,,Miércoles,,6,8,9,1,11,,Miércoles,,1,5,0,4,11,,Miércoles,,8,7,6,5,11,,Miércoles,653,201,102,107,69,174
,Ø Miércoles,,"2,8","1,6","2,4","1,4","2,4",,Ø Miércoles,,"1,8","1,8","2,2","0,4",3,,Ø Miércoles,,5,1,"3,75","1,25","3,5",,Ø Miércoles,,"2,5",2,"1,25","0,75","3,5",,Ø Miércoles,,"6,8","1,4","3,6","0,8","3,8",,Ø Miércoles,,4,"2,75","1,5","1,75","3,25",,Ø Miércoles,,7,2,"1,6",2,"4,8",,Ø Miércoles,,"8,25","4,25",2,"3,5","5,25",,Ø Miércoles,,"3,75",2,"2,25","1,75","2,25",,Ø Miércoles,,"1,2","1,6","1,8","0,2","2,2",,Ø Miércoles,,"0,25","1,25",0,1,"2,75",,Ø Miércoles,,2,"1,75","1,5","1,25","2,75",,Ø Miércoles,"12,52","3,85","1,96","2,05","1,32","3,34"
,% Miercoles,,"11,9%","11,4%","22,6%","10,4%","15,8%",,% Miercoles,,"7,1%","12,0%","14,9%","14,3%","16,5%",,% Miercoles,,"11,4%","3,9%","25,4%","17,2%","16,7%",,% Miercoles,,"7,6%","9,0%","8,9%","4,2%","12,2%",,% Miercoles,,"17,1%","12,3%","24,3%","5,4%","14,8%",,% Miercoles,,"7,9%","9,3%","5,4%","10,8%","8,3%",,% Miercoles,,"16,4%","9,9%","13,6%","14,7%","15,9%",,% Miercoles,,"13,2%","15,6%","21,1%","12,4%","14,7%",,% Miercoles,,"9,9%","9,1%","20,9%","14,6%","8,0%",,% Miercoles,,"6,7%","13,6%","29,0%","2,4%","11,5%",,% Miercoles,,"0,9%","6,1%","0,0%","7,0%","10,2%",,% Miercoles,,"6,2%","8,9%","8,5%","4,9%","10,9%",,% Miercoles,"11,3%","10,6%","9,9%","14,6%","9,2%","12,8%"
,% liderazgo,,"26,4%","15,1%","22,6%","13,2%","22,6%",,% liderazgo,,"19,6%","19,6%","23,9%","4,3%","32,6%",,% liderazgo,,"34,5%","6,9%","25,9%","8,6%","24,1%",,% liderazgo,,"25,0%","20,0%","12,5%","7,5%","35,0%",,% liderazgo,,"41,5%","8,5%","22,0%","4,9%","23,2%",,% liderazgo,,"30,2%","20,8%","11,3%","13,2%","24,5%",,% liderazgo,,"40,2%","11,5%","9,2%","11,5%","27,6%",,% liderazgo,,"35,5%","18,3%","8,6%","15,1%","22,6%",,% liderazgo,,"31,3%","16,7%","18,8%","14,6%","18,8%",,% liderazgo,,"17,1%","22,9%","25,7%","2,9%","31,4%",,% liderazgo,,"4,8%","23,8%","0,0%","19,0%","52,4%",,% liderazgo,,"21,6%","18,9%","16,2%","13,5%","29,7%",,% liderazgo,"100,0%","30,8%","15,6%","16,4%","10,6%","26,6%"
,Jueves,,9,12,4,9,6,,Jueves,,11,12,8,6,9,,Jueves,,20,11,8,4,11,,Jueves,,10,8,5,8,14,,Jueves,,24,9,8,12,18,,Jueves,,36,9,19,14,35,,Jueves,,26,11,8,3,22,,Jueves,,33,14,8,23,25,,Jueves,,10,11,6,10,11,,Jueves,,11,11,5,13,22,,Jueves,,1,5,4,11,15,,Jueves,,7,9,3,14,11,,Jueves,732,198,122,86,127,199
,Ø Jueves,,"2,25",3,1,"2,25","1,5",,Ø Jueves,,"2,75",3,2,"1,5","2,25",,Ø Jueves,,5,"2,75",2,1,"2,75",,Ø Jueves,,"2,5",2,"1,25",2,"3,5",,Ø Jueves,,"4,8","1,8","1,6","2,4","3,6",,Ø Jueves,,9,"2,25","4,75","3,5","8,75",,Ø Jueves,,"6,5","2,75",2,"0,75","5,5",,Ø Jueves,,"6,6","2,8","1,6","4,6",5,,Ø Jueves,,"2,5","2,75","1,5","2,5","2,75",,Ø Jueves,,"2,2","2,2",1,"2,6","4,4",,Ø Jueves,,"0,25","1,25",1,"2,75","3,75",,Ø Jueves,,"1,75","2,25","0,75","3,5","2,75",,Ø Jueves,"14,04","3,8","2,34","1,65","2,44","3,82"
,% Jueves,,"7,6%","17,1%","7,5%","13,4%","7,9%",,% Jueves,,"8,7%","16,0%","10,8%","42,9%","9,9%",,% Jueves,,"11,4%","10,8%","13,6%","13,8%","13,1%",,% Jueves,,"7,6%","9,0%","8,9%","11,1%","12,2%",,% Jueves,,"12,1%","15,8%","10,8%","16,2%","14,1%",,% Jueves,,"17,7%","7,6%","17,1%","21,5%","22,4%",,% Jueves,,"12,1%","10,9%","13,6%","4,4%","14,6%",,% Jueves,,"13,2%","12,8%","21,1%","20,4%","17,5%",,% Jueves,,"6,6%","12,5%","14,0%","20,8%","9,8%",,% Jueves,,"12,2%","18,6%","16,1%","31,7%","22,9%",,% Jueves,,"0,9%","6,1%","6,1%","19,3%","13,9%",,% Jueves,,"5,4%","11,4%","4,2%","13,6%","10,9%",,% Jueves,"12,7%","10,4%","11,9%","11,7%","16,9%","14,6%"
,% liderazgo,,"22,5%","30,0%","10,0%","22,5%","15,0%",,% liderazgo,,"23,9%","26,1%","17,4%","13,0%","19,6%",,% liderazgo,,"37,0%","20,4%","14,8%","7,4%","20,4%",,% liderazgo,,"22,2%","17,8%","11,1%","17,8%","31,1%",,% liderazgo,,"33,8%","12,7%","11,3%","16,9%","25,4%",,% liderazgo,,"31,9%","8,0%","16,8%","12,4%","31,0%",,% liderazgo,,"37,1%","15,7%","11,4%","4,3%","31,4%",,% liderazgo,,"32,0%","13,6%","7,8%","22,3%","24,3%",,% liderazgo,,"20,8%","22,9%","12,5%","20,8%","22,9%",,% liderazgo,,"17,7%","17,7%","8,1%","21,0%","35,5%",,% liderazgo,,"2,8%","13,9%","11,1%","30,6%","41,7%",,% liderazgo,,"15,9%","20,5%","6,8%","31,8%","25,0%",,% liderazgo,"100,0%","27,0%","16,7%","11,7%","17,3%","27,2%"
,Viernes,,21,19,0,19,11,,Viernes,,24,18,8,3,13,,Viernes,,35,28,15,3,20,,Viernes,,21,18,5,23,15,,Viernes,,30,8,8,14,27,,Viernes,,32,26,26,11,30,,Viernes,,24,22,7,15,8,,Viernes,,35,27,8,18,23,,Viernes,,39,26,3,7,20,,Viernes,,22,12,0,3,11,,Viernes,,36,17,11,14,15,,Viernes,,23,18,14,12,17,,Viernes,1038,342,239,105,142,210
,Ø Viernes,,"5,25","4,75",0,"4,75","2,75",,Ø Viernes,,6,"4,5",2,"0,75","3,25",,Ø Viernes,,7,"5,6",3,"0,6",4,,Ø Viernes,,"5,25","4,5","1,25","5,75","3,75",,Ø Viernes,,6,"1,6","1,6","2,8","5,4",,Ø Viernes,,8,"6,5","6,5","2,75","7,5",,Ø Viernes,,6,"5,5","1,75","3,75",2,,Ø Viernes,,7,"5,4","1,6","3,6","4,6",,Ø Viernes,,"9,75","6,5","0,75","1,75",5,,Ø Viernes,,"5,5",3,0,"0,75","2,75",,Ø Viernes,,"7,2","3,4","2,2","2,8",3,,Ø Viernes,,"5,75","4,5","3,5",3,"4,25",,Ø Viernes,"19,91","6,56","4,58","2,01","2,72","4,03"
,% Viernes,,"17,8%","27,1%","0,0%","28,4%","14,5%",,% Viernes,,"19,0%","24,0%","10,8%","21,4%","14,3%",,% Viernes,,"20,0%","27,5%","25,4%","10,3%","23,8%",,% Viernes,,"16,0%","20,2%","8,9%","31,9%","13,0%",,% Viernes,,"15,1%","14,0%","10,8%","18,9%","21,1%",,% Viernes,,"15,8%","22,0%","23,4%","16,9%","19,2%",,% Viernes,,"11,2%","21,8%","11,9%","22,1%","5,3%",,% Viernes,,"14,0%","24,8%","21,1%","15,9%","16,1%",,% Viernes,,"25,8%","29,5%","7,0%","14,6%","17,9%",,% Viernes,,"24,4%","20,3%","0,0%","7,3%","11,5%",,% Viernes,,"32,4%","20,7%","16,7%","24,6%","13,9%",,% Viernes,,"17,8%","22,8%","19,7%","11,7%","16,8%",,% Viernes,"18,0%","18,0%","23,2%","14,3%","18,9%","15,4%"
,% liderazgo,,"30,0%","27,1%","0,0%","27,1%","15,7%",,% liderazgo,,"36,4%","27,3%","12,1%","4,5%","19,7%",,% liderazgo,,"34,7%","27,7%","14,9%","3,0%","19,8%",,% liderazgo,,"25,6%","22,0%","6,1%","28,0%","18,3%",,% liderazgo,,"34,5%","9,2%","9,2%","16,1%","31,0%",,% liderazgo,,"25,6%","20,8%","20,8%","8,8%","24,0%",,% liderazgo,,"31,6%","28,9%","9,2%","19,7%","10,5%",,% liderazgo,,"31,5%","24,3%","7,2%","16,2%","20,7%",,% liderazgo,,"41,1%","27,4%","3,2%","7,4%","21,1%",,% liderazgo,,"45,8%","25,0%","0,0%","6,3%","22,9%",,% liderazgo,,"38,7%","18,3%","11,8%","15,1%","16,1%",,% liderazgo,,"27,4%","21,4%","16,7%","14,3%","20,2%",,% liderazgo,"100,0%","32,9%","23,0%","10,1%","13,7%","20,2%"
,Sábado,,35,9,13,21,20,,Sábado,,28,13,19,0,21,,Sábado,,45,32,7,12,6,,Sábado,,31,30,10,20,15,,Sábado,,38,12,7,18,10,,Sábado,,52,40,41,29,40,,Sábado,,48,20,16,11,36,,Sábado,,35,14,2,17,15,,Sábado,,39,19,9,12,16,,Sábado,,26,10,12,14,15,,Sábado,,31,14,23,25,20,,Sábado,,21,18,13,22,22,,Sábado,1269,429,231,172,201,236
,Ø Sábado,,"8,75","2,25","3,25","5,25",5,,Ø Sábado,,7,"3,25","4,75",0,"5,25",,Ø Sábado,,9,"6,4","1,4","2,4","1,2",,Ø Sábado,,"7,75","7,5","2,5",5,"3,75",,Ø Sábado,,"9,5",3,"1,75","4,5","2,5",,Ø Sábado,,"10,4",8,"8,2","5,8",8,,Ø Sábado,,12,5,4,"2,75",9,,Ø Sábado,,7,"2,8","0,4","3,4",3,,Ø Sábado,,"9,75","4,75","2,25",3,4,,Ø Sábado,,"6,5","2,5",3,"3,5","3,75",,Ø Sábado,,"5,166666667","2,333333333","3,833333333","4,166666667","3,333333333",,Ø Sábado,,"5,25","4,5","3,25","5,5","5,5",,Ø Sábado,"24,34","8,23","4,43","3,3","3,85","4,53"
,% Sábado,,"29,7%","12,9%","24,5%","31,3%","26,3%",,% Sábado,,"22,2%","17,3%","25,7%","0,0%","23,1%",,% Sábado,,"25,7%","31,4%","11,9%","41,4%","7,1%",,% Sábado,,"23,7%","33,7%","17,9%","27,8%","13,0%",,% Sábado,,"19,1%","21,1%","9,5%","24,3%","7,8%",,% Sábado,,"25,6%","33,9%","36,9%","44,6%","25,6%",,% Sábado,,"22,4%","19,8%","27,1%","16,2%","23,8%",,% Sábado,,"14,0%","12,8%","5,3%","15,0%","10,5%",,% Sábado,,"25,8%","21,6%","20,9%","25,0%","14,3%",,% Sábado,,"28,9%","16,9%","38,7%","34,1%","15,6%",,% Sábado,,"27,9%","17,1%","34,8%","43,9%","18,5%",,% Sábado,,"16,3%","22,8%","18,3%","21,4%","21,8%",,% Sábado,"22,6%","22,4%","22,4%","23,4%","26,8%","17,3%"
,% liderazgo,,"35,7%","9,2%","13,3%","21,4%","20,4%",,% liderazgo,,"34,6%","16,0%","23,5%","0,0%","25,9%",,% liderazgo,,"44,1%","31,4%","6,9%","11,8%","5,9%",,% liderazgo,,"29,2%","28,3%","9,4%","18,9%","14,2%",,% liderazgo,,"44,7%","14,1%","8,2%","21,2%","11,8%",,% liderazgo,,"25,7%","19,8%","20,3%","14,4%","19,8%",,% liderazgo,,"36,6%","15,3%","12,2%","8,4%","27,5%",,% liderazgo,,"42,2%","16,9%","2,4%","20,5%","18,1%",,% liderazgo,,"41,1%","20,0%","9,5%","12,6%","16,8%",,% liderazgo,,"33,8%","13,0%","15,6%","18,2%","19,5%",,% liderazgo,,"27,4%","12,4%","20,4%","22,1%","17,7%",,% liderazgo,,"21,9%","18,8%","13,5%","22,9%","22,9%",,% liderazgo,"33,8%","18,2%","18,2%","13,6%","15,8%","18,6%"
,Domingo,,24,14,12,9,8,,Domingo,,33,15,18,2,19,,Domingo,,37,23,12,5,23,,Domingo,,34,5,13,10,18,,Domingo,,39,8,13,11,23,,Domingo,,35,10,7,1,15,,Domingo,,39,13,14,15,16,,Domingo,,41,14,2,12,16,,Domingo,,25,17,8,7,21,,Domingo,,13,7,1,7,18,,Domingo,,12,18,6,3,18,,Domingo,,28,11,9,20,12,,Domingo,939,360,155,115,102,207
,Ø Domingo,,6,"3,5",3,"2,25",2,,Ø Domingo,,"8,25","3,75","4,5","0,5","4,75",,Ø Domingo,,"7,4","4,6","2,4",1,"4,6",,Ø Domingo,,"8,5","1,25","3,25","2,5","4,5",,Ø Domingo,,"9,75",2,"3,25","2,75","5,75",,Ø Domingo,,7,2,"1,4","0,2",3,,Ø Domingo,,"9,75","3,25","3,5","3,75",4,,Ø Domingo,,"10,25","3,5","0,5",3,4,,Ø Domingo,,5,"3,4","1,6","1,4","4,2",,Ø Domingo,,"3,25","1,75","0,25","1,75","4,5",,Ø Domingo,,3,"4,5","1,5","0,75","4,5",,Ø Domingo,,"5,6","2,2","1,8",4,"2,4",,Ø Domingo,"18,01","6,9","2,97","2,21","1,96","3,97"
,% Domingo,,"20,3%","20,0%","22,6%","13,4%","10,5%",,% Domingo,,"26,2%","20,0%","24,3%","14,3%","20,9%",,% Domingo,,"21,1%","22,5%","20,3%","17,2%","27,4%",,% Domingo,,"26,0%","5,6%","23,2%","13,9%","15,7%",,% Domingo,,"19,6%","14,0%","17,6%","14,9%","18,0%",,% Domingo,,"17,2%","8,5%","6,3%","1,5%","9,6%",,% Domingo,,"18,2%","12,9%","23,7%","22,1%","10,6%",,% Domingo,,"16,4%","12,8%","5,3%","10,6%","11,2%",,% Domingo,,"16,6%","19,3%","18,6%","14,6%","18,8%",,% Domingo,,"14,4%","11,9%","3,2%","17,1%","18,8%",,% Domingo,,"10,8%","22,0%","9,1%","5,3%","16,7%",,% Domingo,,"21,7%","13,9%","12,7%","19,4%","11,9%",,% Domingo,"16,3%","19,0%","15,1%","15,6%","13,6%","15,2%"
,% liderazgo,,"35,8%","20,9%","17,9%","13,4%","11,9%",,% liderazgo,,"37,9%","17,2%","20,7%","2,3%","21,8%",,% liderazgo,,"37,0%","23,0%","12,0%","5,0%","23,0%",,% liderazgo,,"42,5%","6,3%","16,3%","12,5%","22,5%",,% liderazgo,,"41,5%","8,5%","13,8%","11,7%","24,5%",,% liderazgo,,"51,5%","14,7%","10,3%","1,5%","22,1%",,% liderazgo,,"40,2%","13,4%","14,4%","15,5%","16,5%",,% liderazgo,,"48,2%","16,5%","2,4%","14,1%","18,8%",,% liderazgo,,"32,1%","21,8%","10,3%","9,0%","26,9%",,% liderazgo,,"28,3%","15,2%","2,2%","15,2%","39,1%",,% liderazgo,,"21,1%","31,6%","10,5%","5,3%","31,6%",,% liderazgo,,"35,0%","13,8%","11,3%","25,0%","15,0%",,% liderazgo,"100,0%","38,3%","16,5%","12,2%","10,9%","22,0%"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,118,70,53,67,76,384,,,126,75,74,14,91,380,,,175,102,59,29,84,449,,,131,89,56,72,115,463,,,199,57,74,74,128,532,,,203,118,111,65,156,653,,,214,101,59,68,151,593,,,250,109,38,113,143,653,,,151,88,43,48,112,442,,,90,59,31,41,96,317,,,111,82,66,57,108,424,,,129,79,71,103,101,,,5773,1897,1029,735,751,1361
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mes,,CFC,JCR,JSP,DMP,DSS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Enero,,118,70,53,67,76,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Febrero,,126,75,74,14,91,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marzo,,175,102,59,29,84,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abril,,131,89,56,72,115,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mayo,,199,57,74,74,128,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Junio,,203,118,111,65,156,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Julio,,214,101,59,68,151,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Agosto,,250,109,38,113,143,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Septiembre,,151,88,43,48,112,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Octubre,,90,59,31,41,96,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Noviembre,,111,82,66,57,108,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diciembre,,129,79,71,103,101,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mes,,CFC,JCR,JSP,DMP,DSS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Enero,,16%,18%,10%,2%,31%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Febrero,,11%,12%,25%,79%,17%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marzo,,24%,20%,0%,56%,24%,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abril,,7%,5%,5%,9%,5%,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mayo,,41%,33%,25%,12%,16%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Junio,,44%,39%,88%,2%,42%,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Julio,,52%,19%,0%,3%,37%,30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Agosto,,77%,28%,36%,71%,30%,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Septiembre,,7%,4%,27%,27%,2%,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Octubre,,36%,31%,47%,38%,13%,30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Noviembre,,21%,4%,12%,14%,2%,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diciembre,,9%,7%,20%,56%,8%,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29%,18%,25%,31%,19%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
